id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,license,,,,,,
22446981,GuestReady - Chic city nest in Porto,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14408,-8.61354,Entire home/apt,68,1,314,2024-12-01,3.72,135,280,23574/AL,,,,,,
22450165,Douro Privat Yacht - Porto,133267111,Clara Filipa,PORTO,Campanhã,41.14416,-8.57733,Entire home/apt,,1,5,2023-09-08,0.06,2,0,Exempt,,,,,,
22465071,Villa CL,164659936,Alexandra&David,VILA DO CONDE,Vila do Conde,41.35057,-8.75275,Entire home/apt,,3,37,2023-09-25,0.45,1,0,61315/AL,,,,,,
22468775,New! Beautiful and cozy suite w/ private bathroom!,63432197,Catarina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15883,-8.63368,Private room,50,2,176,2024-10-27,2.08,7,226,25168/AL,,,,,,
22468801,Cozy flat  in the city center by Santa Catarina,281649544,Qualquer Destino,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15452,-8.60781,Entire home/apt,42,1,187,2024-11-22,2.23,58,364,41239/AL,,,,,,
22496590,LAZ apartment - Porto,19531266,Tiago,PORTO,Bonfim,41.14394,-8.59732,Entire home/apt,68,3,70,2024-09-12,0.83,2,324,58461/AL,,,,,,
22512777,Friends & Family House 2,120358673,Henrique,PORTO,Lordelo do Ouro e Massarelos,41.15054,-8.62315,Entire home/apt,217,3,148,2024-11-04,1.81,4,349,55841,,,,,,
22515223,Best - Trindade Tower w/ Parking,2006314,OPO Trindade,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15435,-8.60845,Entire home/apt,357,2,40,2024-10-15,0.49,1,359,76657/AL,,,,,,
22515228,Trindade Sweet Home - The Clock House,124476237,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15491,-8.60973,Entire home/apt,,2,5,2019-06-13,0.06,3,0,60698/AL,,,,,,
22521987,Cotton Cozy Nightlife Studio 201,2228036,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14662,-8.61372,Entire home/apt,60,1,12,2024-10-11,0.15,112,358,82068/AL,,,,,,
22527003,Casa Trindade -Safe & Clean. Certified by HACCP,6369029,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1528,-8.6107,Entire home/apt,199,2,282,2024-11-17,3.39,14,97,Exempt,,,,,,
22528392,Stylish Downtown Central Apartment with Terrace,14264527,Mario,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15248,-8.60876,Entire home/apt,,3,101,2022-07-20,1.21,1,362,33632/AL,,,,,,
22532557,Porto Nascente - Koi,147948897,Flora,PORTO,Bonfim,41.14924,-8.58895,Entire home/apt,62,1,26,2024-04-22,0.32,5,167,59323/AL,,,,,,
22558126,✈24h Self Check-In*5Min Lello Bookshop! Apt 60M²!,151352873,Liu-Qi,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14385,-8.61725,Entire home/apt,56,1,142,2024-11-15,1.78,15,7,6277/AL,,,,,,
22562674,Iconic Nightlife Studio 104,2228036,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14823,-8.6134,Entire home/apt,59,1,3,2022-04-02,0.04,112,362,86038/AL,,,,,,
22569026,Quarto Low Cost 5  pax,39815965,Raquel,PORTO,Bonfim,41.15591,-8.60209,Private room,,1,1,2022-07-23,0.03,7,0,43787/AL,,,,,,
22584788,Porto View 1B: STUDIO [Small Terrace & River View],41445904,Patio 25,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13882,-8.60938,Entire home/apt,207,1,197,2024-11-30,2.81,7,211,79513/AL,,,,,,
22585837,Porto View 2A: One-Bedroom APARTMENT [River View],41445904,Patio 25,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13882,-8.60938,Entire home/apt,151,1,115,2024-10-04,1.64,7,200,79516/AL,,,,,,
50590332,Arty Porto,139110639,Ruis,PORTO,Bonfim,41.15007,-8.59068,Entire home/apt,306,2,41,2024-09-30,1.07,63,326,116830/AL,,,,,,
23033432,Pleasant Stay In Porto's Heart,32914732,Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.154,-8.61355,Entire home/apt,78,2,292,2024-12-08,3.57,3,173,39862/AL,,,,,,
23041014,GuestReady - Cozy Luis I Apartment,2511351,GuestReady,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13552,-8.60885,Entire home/apt,55,1,224,2024-12-12,2.72,8,300,60233/AL,,,,,,
23042339,Lenda do Mar,171001250,Luis,VILA DO CONDE,Vila Chã,41.29664,-8.73388,Entire home/apt,,3,14,2021-08-13,0.17,1,0,64176/AL,,,,,,
23055651,Espinho Homestay,168005250,Ruben,ESPINHO,Silvalde,41.00311,-8.62503,Entire home/apt,,2,29,2020-01-02,0.36,1,0,Exempt,,,,,,
23060577,Trindade77 Apartment,171177892,Paula,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15327,-8.6089,Entire home/apt,,2,23,2019-10-27,0.28,3,0,33634/AL,,,,,,
23066385,Cozy Stay | Modern and Central Apartment D,171242461,Dudi,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14746,-8.60237,Entire home/apt,,2,25,2019-01-04,0.3,1,0,63451/AL,,,,,,
23071533,Renov Nov24 Clerigos Premium! w/ self Check in,24111791,Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14615,-8.61382,Entire home/apt,63,1,206,2024-11-26,2.47,8,300,64715/AL,,,,,,
23073703,View Porto-House Colégio de Gaia,47892963,Pedro,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.1252,-8.61011,Entire home/apt,62,2,342,2024-11-24,4.11,2,224,63910/AL,,,,,,
23074926,Youropo - Bolhão 4b,16922131,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14967,-8.60745,Entire home/apt,79,1,4,2024-06-28,0.05,92,311,24057/AL,,,,,,
23089538,Casa do Tanque T2 -Vila de Arouca,171473966,Mané Röseler E Pedro Röseler,AROUCA,Arouca e Burgo,40.9312976643974,-8.24660541132819,Entire home/apt,86,1,34,2024-09-29,0.43,4,328,63323/AL,,,,,,
23096384,Hopstays - Oporto Gardens Apartment,21698756,Rodrigo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15578,-8.60762,Entire home/apt,42,1,73,2024-08-21,0.91,5,330,49293/AL,,,,,,
23097090,Hopstays - Oporto Gardens Studio,21698756,Rodrigo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15578,-8.60762,Entire home/apt,37,1,132,2024-12-02,1.62,5,358,65691/AL,,,,,,
23116806,Lapa 32 - 1 Trz,37066714,Diogo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15691,-8.61249,Entire home/apt,36,1,32,2024-10-30,0.73,48,346,61127/AL,,,,,,
23117823,Casa da Lavandeira near Oporto,39351377,Maria,VILA DO CONDE,Vila Chã,41.29407,-8.71688,Entire home/apt,140,5,68,2024-11-01,0.88,2,329,99189/AL,,,,,,
23118291,Lapa 32 - 2º,37066714,Diogo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15864,-8.6126,Entire home/apt,50,1,28,2024-11-24,0.34,48,353,61129/AL,,,,,,
23119350,Sunny Penthouse Porto Center,171790144,Lea,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15002,-8.61393,Entire home/apt,80,3,191,2024-10-26,2.34,2,343,63457/AL,,,,,,
23119616,Visconde Mezzanine,9791649,Maria,PORTO,Bonfim,41.14694,-8.6005,Entire home/apt,89,2,40,2022-09-16,0.5,1,310,62248/AL,,,,,,
23126109,Lapa 32 - R/c,37066714,Diogo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15692,-8.61461,Entire home/apt,32,1,7,2024-06-28,0.33,48,39,61121/AL,,,,,,
23157118,Baixa24 -P2R- Estúdio Luminoso no Centro do Porto,252729505,Alex,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15042,-8.61211,Entire home/apt,100,1,322,2024-11-17,3.93,15,339,64620/AL,,,,,,
23157857,Are Tourist 11,172137781,Endris,PORTO,Bonfim,41.16105,-8.59865,Entire home/apt,,1,85,2021-08-23,1.02,1,0,55709/AL,,,,,,
23160080,Charming Boavista Apartment w/park by Unique Hosts,444283165,Unique Hosts,PORTO,Ramalde,41.16161,-8.64284,Entire home/apt,100,3,43,2024-11-24,0.53,27,12,53366/AL,,,,,,
23166821,PortoMar House Apartment,167225288,Márcia,MATOSINHOS,Matosinhos e Leça da Palmeira,41.21032,-8.69134,Entire home/apt,70,1,180,2024-11-19,2.18,1,195,63156/AL,,,,,,
23176743,Cozy Avenue ML Apartments,64196096,Miguel,PORTO,Bonfim,41.15532,-8.59536,Entire home/apt,,2,1,2019-11-25,0.02,10,0,56331/AL,,,,,,
23182369,BOUTIQUE Rentals -Little Treasure Studio w/Terrace,185835,Joana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14778,-8.61765,Entire home/apt,61,1,84,2022-08-24,1.04,27,302,64073/AL,,,,,,
23184109,CL Ildefonso III Apartment,112290924,António,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14759,-8.60279,Entire home/apt,42,2,256,2024-12-02,3.11,14,215,60924/AL,,,,,,
23187392,Arts Oporto@Inside Parking+Lift+Fast Internet+AC,2730238,Daniel Y Nuno,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14444,-8.60575,Entire home/apt,89,2,260,2024-12-09,3.13,16,264,61468/AL,,,,,,
23188760,My Porto Loft II A - The Royal Vintage House,52161391,Fernando,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14929,-8.60766,Entire home/apt,,2,52,2018-10-30,0.63,4,0,113863/AL,,,,,,
23206880,GuestReady - Charming Studio in Porto!,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14505,-8.60546,Entire home/apt,55,1,323,2024-12-07,3.89,135,229,64658AL,,,,,,
23212331,Corgo 27 Beach House,172633062,Pedro,MATOSINHOS,"Perafita, Lavra e Santa Cruz do Bispo",41.24972,-8.7207,Entire home/apt,125,2,15,2020-08-02,0.19,2,0,59012/AL,,,,,,
23217494,Modern 18th Century Flat,130805492,Marta,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1419067382813,-8.61361503601074,Entire home/apt,46,2,228,2024-12-04,2.75,51,356,54041/AL,,,,,,
23231327,Douro River Cozy Apartment,5389044,Adriana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14479,-8.62347,Entire home/apt,38,3,144,2024-10-24,1.73,9,350,81288/AL,,,,,,
23231743,"JOAO XXIII Apartment | Beach, Golf & Downtown",172840378,Paula,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.38141,-8.76695,Entire home/apt,85,2,153,2024-12-09,1.87,1,220,64019/AL,,,,,,
23253707,FLH Porto Balcony Apartment,3953109,Feels Like Home,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1467094421387,-8.60329055786133,Entire home/apt,53,1,9,2023-07-25,0.11,75,350,64354/AL,,,,,,
23270369,Porto River Sunset 1,246230594,Filipe,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13558,-8.60911,Entire home/apt,90,2,136,2024-11-12,1.66,4,321,64144/A,,,,,,
22683291,Cashmere Nightlife Studio 302,2228036,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14655,-8.615,Entire home/apt,63,1,19,2024-11-17,0.29,112,361,52691/AL,,,,,,
22683292,Cashmere Nightlife Studio 102,2228036,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14834,-8.6133,Entire home/apt,64,1,0,,,112,357,85841/AL,,,,,,
22683293,Cotton Cozy Nightlife Studio 101,2228036,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14711,-8.61355,Entire home/apt,59,1,15,2023-01-22,0.29,112,362,85829/AL,,,,,,
22683294,Cotton Cozy Nightlife Studio 301,2228036,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14794,-8.61458,Entire home/apt,59,1,30,2024-11-09,0.68,112,365,52682/AL,,,,,,
22683295,On Trend Nightlife Studio 103,2228036,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14624,-8.61348,Entire home/apt,60,1,12,2024-11-15,0.15,112,358,86020/AL,,,,,,
22683297,On Trend Nightlife Studio 303,2228036,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14662,-8.61331,Entire home/apt,59,1,5,2023-09-06,0.09,112,359,52710/AL,,,,,,
22693981,Art & City IV,5897201,Marco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15013,-8.61758,Entire home/apt,48,2,223,2024-11-11,2.66,16,321,24672/AL,,,,,,
22730244,PortoWhite (03) city lofts,43180541,PortoWhite,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15006,-8.60555,Entire home/apt,94,2,158,2024-12-07,1.93,3,303,21248/AL,,,,,,
22744215,Flats 323 - 1,167876218,Helena,PORTO,Ramalde,41.1613273620606,-8.63680553436279,Entire home/apt,55,2,79,2024-10-01,0.97,14,264,60862/AL,,,,,,
22744884,"Mouzinho Boutique Apartment, Downtown",54040900,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14347,-8.61321,Entire home/apt,64,2,251,2024-12-08,3.02,18,362,61822/AL,,,,,,
22748693,House Tourism 6,167937352,Daniela,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13626,-8.63191,Entire home/apt,100,4,37,2024-09-21,0.45,1,157,24212/AL,,,,,,
22763881,VitóriaHouse Penthouse & Terrace Downtown Spot,24860207,Paula,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14441,-8.61442,Entire home/apt,76,2,323,2024-11-17,3.9,7,54,12504/AL,,,,,,
22791516,Tennis field cozy ML Apartments,64196096,Miguel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1627,-8.61474,Entire home/apt,,2,1,2021-09-12,0.03,10,0,63371/AL,,,,,,
22810016,Secret Camões,167881804,Natalia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15622,-8.61008,Entire home/apt,,2,15,2024-05-28,0.19,2,0,59651/AL,,,,,,
22811503,ORM - Mártires Apartment,19887538,Oporto Rental Management,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15095,-8.6142,Entire home/apt,66,2,151,2024-06-09,1.84,50,352,63062/AL,,,,,,
22813986,Casa da Praia,168609910,Ines,PÓVOA DE VARZIM,Aguçadoura e Navais,41.43085,-8.78251,Entire home/apt,80,1,59,2024-09-22,0.71,2,311,62801/AL,,,,,,
22826387,OHH - São João F - Riverside Apartment,79605591,Elisabete Soares Ribeiro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14307,-8.61493,Entire home/apt,65,1,134,2024-05-25,1.61,2,365,62606/AL,,,,,,
22826666,OHH -SãoJoao T- river side apartment,79605591,Elisabete Soares Ribeiro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14269,-8.61427,Entire home/apt,65,1,52,2023-09-09,0.63,2,350,63397/AL,,,,,,
22842808,Vitória House Charming Apartment I,143891079,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14339,-8.61544,Entire home/apt,40,2,330,2024-12-01,4,2,275,12482/AL,,,,,,
22845929,Terrace Camões,167881804,Natalia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15528,-8.61,Entire home/apt,,3,4,2023-08-18,0.05,2,0,59653/AL,,,,,,
22854926,Vitória House Charming Apartment II,143891079,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14365,-8.61543,Entire home/apt,43,2,345,2024-12-14,4.16,2,280,12498/AL,,,,,,
22861099,Casa do Bairro 2,132890215,Inês,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14436,-8.60341,Entire home/apt,,2,252,2024-10-08,3.03,1,0,63738/AL,,,,,,
22861146,OPORTO ROYAL LODGE,169104506,Alberto,PORTO,Lordelo do Ouro e Massarelos,41.15468,-8.63045,Entire home/apt,,2,13,2018-12-09,0.16,1,0,55304/AL,,,,,,
22878618,Light Filled Apartment with Terrace in the Heart of the City,139115521,Susana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14948,-8.61366,Entire home/apt,73,2,419,2024-11-27,5.03,6,252,82730/AL,,,,,,
22881505,Oporto nice & cozy studio,51171655,Rebeca,PORTO,Paranhos,41.16635,-8.60708,Entire home/apt,,2,82,2022-08-23,0.99,1,0,26825/AL,,,,,,
22899026,"T1 Porto "" Seculo Apartments"" - 100m Metro Marquês",169489293,Seculo Apartments,PORTO,Bonfim,41.15676,-8.60328,Entire home/apt,,1,5,2023-03-19,0.1,1,0,Exempt,,,,,,
22909535,Room with Private Kitchen and Balcony!,164301082,Alexandre,PORTO,Bonfim,41.15302,-8.60246,Entire home/apt,80,2,221,2024-11-09,2.64,3,31,61574/AL,,,,,,
22917332,Single little room,125498412,Margarida,PORTO,Lordelo do Ouro e Massarelos,41.16021,-8.63872,Private room,30,1,290,2024-12-09,3.73,6,313,75819/AL,,,,,,
22920005,Windflower Flat near the Beach w/Parking,89904217,Ana Sofia,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18046,-8.68757,Entire home/apt,75,2,168,2024-11-01,2.03,3,102,34862/AL,,,,,,
22923172,Mezzanine na Rua do Almada,63363919,Inês,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15152,-8.61313,Entire home/apt,80,2,269,2024-11-16,3.23,3,294,62026/AL,,,,,,
22942579,ORM - Bainharia Apartment,19887538,Oporto Rental Management,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14274,-8.61379,Entire home/apt,107,2,249,2024-11-29,3.02,50,219,63070/AL,,,,,,
22951453,"Apartamento T2, a 1 minuto a pé da praia",170020578,Cristina,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.39055,-8.77313,Entire home/apt,120,5,10,2023-07-20,0.13,1,267,62263/AL,,,,,,
22952669,Liiiving in Porto | Santa Catarina Luxury Apt. II,30907275,Liiiving,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15108,-8.6054,Entire home/apt,138,2,2,2021-08-22,0.02,115,334,59464/AL,,,,,,
22958105,99 Colored Socks,170089378,Ninetynine,PORTO,Bonfim,41.14348,-8.59932,Hotel room,,30,0,,,1,0,"51351/AL;51499/AL;51474/AL,51413/AL,51510/AL,51296/AL,51409/AL,51462/AL,51357/AL",,,,,,
22970027,Invicta Flats - Retro/Wood Tourist Residence,147913427,Invicta,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15166,-8.60472,Entire home/apt,,1,84,2023-12-28,1.01,3,0,62734/AL,,,,,,
22970993,Ruby Charm Houses 6 63367/AL,8843516,Ruby Charm Houses,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15937,-8.60715,Entire home/apt,112,2,5,2018-09-07,0.06,8,364,63367/AL,,,,,,
22980755,Apartment in the heart of Espinho,170376723,Sónia,ESPINHO,Espinho,41.01087,-8.63962,Entire home/apt,130,3,12,2023-12-11,0.16,1,242,513969,,,,,,
22996150,Oporto - Modern Apartment_Hospital de São João/IPO,170554206,Emanuel,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.1845,-8.59804,Entire home/apt,100,20,28,2024-10-04,0.34,1,358,61629AL,,,,,,
22997920,1.1 Republica apartments loft near D. Luis bridge,17039060,Lofts Of Sensations,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13526,-8.60773,Entire home/apt,59,2,78,2024-09-08,0.97,9,99,136442/AL,,,,,,
22998039,Free Parking! North Star Flats @Dom Luís I Bridge,65558390,Maria Fernando,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13869,-8.60908,Entire home/apt,112,2,237,2024-11-16,2.86,2,332,63391/AL,,,,,,
22999214,2.3 Mezzanine on the center near D. Luis bridge,17039060,Lofts Of Sensations,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13526,-8.60773,Entire home/apt,82,2,80,2024-12-08,0.99,9,102,136442/AL,,,,,,
22999301,1.2 Loft with large windows near D. Luis bridge,17039060,Lofts Of Sensations,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13546,-8.60773,Entire home/apt,66,2,69,2024-10-07,0.86,9,100,136442/AL,,,,,,
22999342,2.2 Mezzanine with 2 bedrooms near D. Luis bridge,17039060,Lofts Of Sensations,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13526,-8.60773,Entire home/apt,98,2,162,2024-11-26,2.01,9,98,136442/AL,,,,,,
22999364,1.3 Loft with garden view near D. Luis bridge,17039060,Lofts Of Sensations,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13526,-8.60773,Entire home/apt,63,2,59,2024-11-10,0.73,9,101,136442/AL,,,,,,
22999384,0.1 Loft on the main avenue near D. Luis bridge,17039060,Lofts Of Sensations,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13562,-8.60792,Entire home/apt,56,2,142,2024-12-08,1.76,9,97,136442/AL,,,,,,
22999416,2.1 Mezzanine with large windows near D Luis bridg,17039060,Lofts Of Sensations,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13526,-8.60773,Entire home/apt,109,2,144,2024-11-17,1.79,9,103,136442/AL,,,,,,
23010605,NEW - Large Private House with 2 Bedrooms,170708328,Vânia,PORTO,Paranhos,41.16593,-8.60267,Entire home/apt,110,2,145,2024-11-04,1.75,1,350,53948/AL,,,,,,
23015465,Liiiving in Porto | Historic Clérigos Apartment,30907275,Liiiving,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14682,-8.61353,Entire home/apt,70,2,10,2024-10-20,0.15,115,357,86385/AL,,,,,,
23016397,Santo Ildefonso Luxury Apartment,169881623,Sylviane,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14591,-8.60641,Entire home/apt,84,3,151,2024-11-24,1.85,1,315,61116/AL,,,,,,
23505721,Oporto Between Walls by the center with A/C,175544178,Sara,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1456,-8.60645,Entire home/apt,52,3,176,2024-11-12,2.15,1,308,65277/AL,,,,,,
23511520,HC Villa Douro 10 minut.  the historical center,24969696,Clara,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.1353146,-8.6241522,Entire home/apt,95,2,190,2024-11-25,2.33,1,232,53392/AL,,,,,,
23538587,Porto Náutico & Spa 1 | Studio,89588787,Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15183,-8.61145,Entire home/apt,79,1,24,2023-12-01,0.36,29,321,44984/AL,,,,,,
23538591,Porto Náutico & Spa 2 | Superior Studio,89588787,Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15101,-8.61135,Entire home/apt,79,1,11,2024-04-15,0.16,29,312,44984/AL,,,,,,
23538597,Porto Náutico & Spa 3 | Studio Deluxe,89588787,Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15166,-8.61124,Entire home/apt,79,1,11,2023-10-27,0.15,29,342,44984/AL,,,,,,
23538602,Porto Náutico & Spa 4 | Superior Studio,89588787,Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15207,-8.61113,Entire home/apt,79,1,20,2024-03-03,0.26,29,318,44984/AL,,,,,,
23538605,Porto Náutico & Spa 5 | Deluxe Studio,89588787,Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15176,-8.61094,Entire home/apt,79,1,41,2024-02-25,0.52,29,305,44984/AL,,,,,,
23538609,Porto Náutico & Spa 6 | Superior Studio,89588787,Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15036,-8.61129,Entire home/apt,79,1,73,2024-11-13,0.92,29,350,44984/AL,,,,,,
23538614,Porto Náutico & Spa 8 | Loft Studio,89588787,Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15111,-8.611,Entire home/apt,89,1,43,2023-12-17,0.58,29,306,44984/AL,,,,,,
23538618,Porto Histórico 1 - One bedroom apartment g/f,89588787,Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14992,-8.61672,Entire home/apt,58,1,3,2021-11-12,0.04,29,320,62343/AL,,,,,,
23538630,Porto Histórico 2 - One bedroom apartment,89588787,Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1482,-8.61848,Entire home/apt,53,1,3,2023-08-12,0.04,29,255,62344/AL,,,,,,
23538637,Porto Histórico 3 - Studio,89588787,Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1503,-8.61712,Entire home/apt,52,1,5,2023-08-21,0.07,29,218,62348/AL,,,,,,
23538639,Porto Histórico 4 | Superior one bedroom apartment,89588787,Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14874,-8.61704,Entire home/apt,60,2,3,2023-06-09,0.04,29,296,62349/AL,,,,,,
