id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,license,,,,,,
7.83168985242315E+017,Papa Studio Central Garden View,5691663,Alexandra Pedro And Team,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15404,-8.6201,Entire home/apt,38,2,20,2024-09-26,0.88,28,353,77190/AL,,,,,,
7.83171517215369E+017,Papa Studio Central City View,5691663,Alexandra Pedro And Team,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15539,-8.61867,Entire home/apt,40,2,19,2024-11-08,0.83,28,349,72773/AL,,,,,,
7.84799478807183E+017,MH by MGM - Premium Sea Views,398317450,Luis,MATOSINHOS,Matosinhos e Leça da Palmeira,41.1751416825057,-8.68918307125568,Entire home/apt,186,2,6,2023-08-06,0.29,1,290,131468/AL,,,,,,
7.84903743331402E+017,Downtown Premium Apartment,452918929,Vacationy,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14803,-8.60335,Entire home/apt,53,1,32,2024-10-01,1.43,80,363,133604/AL,,,,,,
7.84915515207886E+017,"Formosa 102, flat 3.2",4344063,Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14755,-8.60335,Entire home/apt,52,5,0,,,1,365,126933/AL,,,,,,
7.85324673919787E+017,ORM - Fontainhas House 02,19887538,Oporto Rental Management,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1437997649304,-8.60321828360596,Entire home/apt,70,2,2,2023-04-02,0.08,50,365,111133/AL,,,,,,
7.85425077635019E+017,Casino and Beach Apartment by House and People,182809472,House And People,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.3814286,-8.7641914,Entire home/apt,62,1,5,2024-09-16,0.28,2,321,134457/AL,,,,,,
7.85436285290929E+017,Aguda's Family House • 4BD • Barbecue,423252825,Gustavo,PORTO,Lordelo do Ouro e Massarelos,41.1518,-8.65371,Entire home/apt,83,1,96,2024-12-08,4.02,16,266,100365/AL,,,,,,
7.8550369264673E+017,Villa Eugénia,351868405,Bruno,VILA NOVA DE GAIA,São Félix da Marinha,41.03755,-8.64855,Entire home/apt,94,4,21,2024-08-25,1.02,2,22,135113/AL,,,,,,
7.85919245778988E+017,GuestReady - Cozy Boavista Apartment 3B,2511351,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15787,-8.62687,Entire home/apt,55,1,28,2023-11-03,1.17,8,136,15557/AL,,,,,,
7.85943357505053E+017,Lindo apartamento em Gaia ao lado Bodegas,470763004,Marina,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.1359,-8.625261,Entire home/apt,155,2,3,2023-08-17,0.12,1,174,135132/AL,,,,,,
7.85950687434138E+017,Liiiving in Porto - Heart of Porto Mezzanine,30907275,Liiiving,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15092,-8.6142,Entire home/apt,57,2,35,2024-12-01,1.5,115,351,133427/AL,,,,,,
7.85962065975924E+017,GuestReady - Uptown suites,492108771,GuestReady,PORTO,Paranhos,41.16848,-8.59651,Private room,59,1,6,2024-12-07,0.25,5,322,113212/AL,,,,,,
7.85962260805352E+017,GuestReady - Uptown suites,492108771,GuestReady,PORTO,Paranhos,41.16702,-8.59723,Private room,50,1,6,2024-08-06,0.25,5,361,113212/AL,,,,,,
7.85962758797783E+017,GuestReady - Uptown suites,492108771,GuestReady,PORTO,Paranhos,41.16835,-8.59626,Private room,50,1,12,2024-07-06,0.5,5,357,113212/AL,,,,,,
7.85962938120925E+017,GuestReady - Uptown suites,492108771,GuestReady,PORTO,Paranhos,41.16775,-8.59643,Private room,50,1,8,2024-07-25,0.36,5,344,113212/AL,,,,,,
7.85963133769396E+017,GuestReady - Uptown suites,492108771,GuestReady,PORTO,Paranhos,41.16781,-8.59584,Private room,68,1,13,2024-11-14,0.57,5,316,113212/AL,,,,,,
7.86164502025125E+017,1bedroom apartment @VNGaia beach,23585920,Lisa,VILA NOVA DE GAIA,Canidelo,41.11701,-8.66186,Entire home/apt,72,4,53,2024-11-16,2.26,20,359,134402/AL,,,,,,
7.86291709136386E+017,Gorgeous studio with great private terrace and AC,281649544,Qualquer Destino,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1509208,-8.6142009,Entire home/apt,54,1,140,2024-12-09,5.84,58,363,104924/AL,,,,,,
7.86390721109045E+017,Stunning flat with private balcony in city center,281649544,Qualquer Destino,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1436726,-8.6040879,Entire home/apt,74,1,149,2024-11-27,6.25,58,344,81723/AL,,,,,,
7.8689682351485E+017,Penthouse Praia de Olinda - Minho's Guest,141529241,Minhos Guest,VILA DO CONDE,Vila do Conde,41.3515655929082,-8.75247639021302,Entire home/apt,86,1,3,2024-09-01,0.18,2,354,131595/AL,,,,,,
7.87056562098268E+017,Avantgarde by Upperground,101542522,Upperground,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1477437,-8.6140596,Entire home/apt,48,2,155,2024-12-10,6.61,33,351,119408/AL,,,,,,
7.8748074535345E+017,The Cube - Super Central Luxe & Spacious Loft,391837499,Achilleas,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1456608,-8.6121419,Entire home/apt,60,2,97,2024-11-18,4.07,23,288,133689/AL,,,,,,
7.87492113873079E+017,casa da piscina,163361767,Mario,SANTO TIRSO,Monte Córdova,41.3177974368537,-8.42944499105215,Entire home/apt,206,2,1,2023-08-02,0.06,2,365,530136,,,,,,
7.87492397204466E+017,GuestReady - Amazing Modern home near the beach,492365775,Hugo,VILA NOVA DE GAIA,Canidelo,41.11239,-8.66205,Entire home/apt,87,1,48,2024-10-11,2.01,1,265,191222/AL,,,,,,
7.88328910375218E+017,BOUTiQUE Rentals- SEA Breeze Apt 5 min walk beach,185835,Joana,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.1492935855524,-8.67219939814759,Entire home/apt,85,3,21,2024-10-08,0.91,27,325,135186/AL,,,,,,
7.89053527438794E+017,I love Trindade 2,56478328,Vanessa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1525532,-8.6086651,Entire home/apt,89,4,13,2024-10-16,0.69,3,365,133988/AL,,,,,,
7.89534581240865E+017,Spacious apartment with parking at Serralves,32264729,David,PORTO,Lordelo do Ouro e Massarelos,41.1618393021187,-8.65987993776798,Entire home/apt,120,3,12,2024-10-26,0.5,3,21,118463/AL,,,,,,
7.89808312522668E+017,Loft with great balcony and AC close to Clerigos,281649544,Qualquer Destino,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1456935,-8.6129182,Entire home/apt,48,1,157,2024-11-21,6.59,58,353,77568/AL,,,,,,
7.90479677893012E+017,Porto Natura Loft,488883965,Natura,VALONGO,Valongo,41.1996612,-8.4984342,Entire home/apt,70,1,22,2024-10-23,0.95,1,19,50307/AL,,,,,,
7.90499607532419E+017,WOT Porto-Quarto duplo/Twin Standard,492840093,Wot,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1500678,-8.6142851,Private room,,1,0,,,5,251,1100,,,,,,
7.90506453624927E+017,WOT Porto -Quarto duplo/twin Superior,492840093,Wot,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14908,-8.61466,Private room,,1,0,,,5,339,1100,,,,,,
7.90521176355501E+017,WOT Porto - Quarto duplo/twin Superior com varanda,492840093,Wot,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14964,-8.61529,Private room,102,1,0,,,5,335,1100,,,,,,
7.90575997579683E+017,Appartamento praia 73 m2 calmo !,492861901,Carvalho,PÓVOA DE VARZIM,"AVer-o-Mar, Amorim e Terroso",41.40346,-8.77061,Entire home/apt,51,4,7,2024-08-25,0.34,1,266,131579/AL,,,,,,
7.91049582262468E+017,Sunsets at spacious beach flat.,492964872,Ivone,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.0934395713332,-8.64253149999999,Entire home/apt,80,3,26,2024-09-12,1.16,1,285,55201,,,,,,
7.91110179440944E+017,Almada One,492975969,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15085,-8.61183,Entire home/apt,80,2,22,2024-10-26,0.92,1,169,133857/AL,,,,,,
7.91111691009677E+017,The Nest,492976556,António,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1533673,-8.6209206,Entire home/apt,62,3,17,2024-09-11,0.84,1,364,133854/AL,,,,,,
7.9111665227049E+017,The Charming - Luxury Downtown 1 Bedroom Apartment,391837499,Achilleas,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1463937,-8.602255,Entire home/apt,70,2,105,2024-12-07,4.45,23,249,133766/AL,,,,,,
7.91293583405643E+017,Natura Tiny House Porto,493027777,Alberto,VALONGO,Valongo,41.1996166,-8.4978842,Entire home/apt,51,1,81,2024-11-21,3.5,1,359,9664/AL,,,,,,
7.91962937143007E+017,Cozy Apartment only 500m from Douro River | With A,15900664,LisBeyond,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13631,-8.61047,Entire home/apt,41,1,13,2024-07-15,0.62,24,333,91246/AL,,,,,,
7.92020044053879E+017,Oporto downtown Loft Almada 2,15812594,Patricia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14909782816,-8.61207341163941,Entire home/apt,,2,82,2024-10-20,3.44,4,0,133826/AL,,,,,,
7.92091470412278E+017,Travel & live 24 de agosto 1,427896655,Travel,PORTO,Bonfim,41.14508,-8.59659,Entire home/apt,66,1,55,2024-11-29,2.33,26,229,122935/AL,,,,,,
7.924783998447E+017,Sunny Apartment for 2 - Next to the River - With A,15900664,LisBeyond,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13433,-8.61036,Entire home/apt,41,1,11,2024-08-28,0.53,24,357,91246/AL,,,,,,
7.92493326815318E+017,Duplex River View Apartment | With A/c!,15900664,LisBeyond,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13476,-8.61162,Entire home/apt,43,1,29,2024-09-16,1.38,24,320,91246/AL,,,,,,
7.92632484219095E+017,Artistic Neighborhood Luxury - With AC!,130805492,Marta,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1523606,-8.6180913,Entire home/apt,63,2,95,2024-11-25,4.09,51,344,144975/AL,,,,,,
7.92644125923786E+017,Modern Grand Seaside & Sea View,452918929,Vacationy,MATOSINHOS,Matosinhos e Leça da Palmeira,41.19461,-8.70613,Entire home/apt,160,1,30,2024-10-13,1.34,80,328,120906/AL,,,,,,
7.93229873567451E+017,Pinguim 5 quarto single privado,250524263,Robson,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15581,-8.61951,Private room,22,1,17,2024-11-23,0.83,40,56,93125/AL,,,,,,
7.93237016348755E+017,Ocean Cool Apart _ Sunny and Central at Matosinhos,10509773,Alexandra,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18029,-8.69138,Entire home/apt,124,3,40,2024-11-05,1.93,11,329,134698/AL,,,,,,
7.93343815568093E+017,Spacious and modern flat with AC 1 min from metro,281649544,Qualquer Destino,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1580659,-8.6087144,Entire home/apt,73,1,90,2024-11-04,3.95,58,344,132941/AL,,,,,,
7.93345688527641E+017,Elegant 2BR Duplex in City Center by LovelyStay,493471634,Iqbal,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14281,-8.61251,Entire home/apt,93,2,103,2024-11-24,4.36,1,159,101369/AL,,,,,,
7.93368689364938E+017,"Rolé Douro - Almada 340, Porto",493478386,Manuel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1495662,-8.6120377,Entire home/apt,73,2,25,2024-11-01,1.06,1,351,121156/AL,,,,,,
7.9547486049242E+017,Cool & Cheerful stay@Porto,431591522,Aline,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1591543,-8.6265949,Entire home/apt,,3,10,2023-06-06,0.48,1,0,Exempt,,,,,,
7.9564160562344E+017,"VILLA LA - Luxury 
Porto - Piscina Aquecida",21798541,Andreia,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.09306,-8.65266,Entire home/apt,,5,0,,,2,0,135117/AL,,,,,,
7.95742507017976E+017,Charmoso loft em Mouzinho da Silveira,54040900,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1435372,-8.6129626,Entire home/apt,66,2,92,2024-12-13,4.15,18,341,91077/AL,,,,,,
7.96211911800707E+017,Republica I by Innkeeper,447690190,Innkeeper,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15475,-8.61384,Entire home/apt,55,1,29,2024-03-14,1.27,11,333,125058/AL,,,,,,
7.96494635751463E+017,Lifestyle at Porto by Upperground,101542522,Upperground,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.150331,-8.609041,Entire home/apt,55,2,126,2024-12-09,5.68,33,348,134080/AL,,,,,,
7.96832917415328E+017,The Clarice @ Lift • Fast Internet • Washer • AC,2730238,Daniel Y Nuno,PORTO,Bonfim,41.16039,-8.60284,Entire home/apt,84,2,50,2024-10-26,2.33,16,291,133354/AL,,,,,,
7.96952632432444E+017,Aposentus - Downtown Bright Apartment,179432438,Aposentus,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.147491,-8.6128124,Entire home/apt,40,1,67,2024-11-25,2.87,55,184,134039/AL,,,,,,
7.97089166101129E+017,Seaside Charm in Foz do Douro,10571405,Leonor,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15077,-8.67429,Entire home/apt,130,2,44,2024-12-13,2.22,1,100,143046/AL,,,,,,
7.97740456385019E+017,Almada 1.3 by LovelyStay,494466940,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14938,-8.61257,Entire home/apt,42,1,5,2024-08-06,0.24,1,261,131282/AL,,,,,,
7.97740966569727E+017,Liiiving in Porto - Uptown Pearl Apartment,30907275,Liiiving,PORTO,Bonfim,41.15101,-8.60401,Entire home/apt,113,2,18,2024-11-18,0.81,115,354,132661/AL,,,,,,
7.97754670584539E+017,Almada Studios & Suites by Porto City Hosts,129377905,Porto City Hosts,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1510277,-8.6121251,Entire home/apt,40,2,87,2024-12-01,3.78,21,96,101846/AL,,,,,,
7.98303725250448E+017,Charming Bright Flat w/ Balcony,12730028,Host Wise,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16057,-8.60777,Entire home/apt,53,1,5,2024-08-18,0.3,334,322,97515/AL,,,,,,
7.98327332635336E+017,Lovely Bright Studio w/Balcony,12730028,Host Wise,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16068,-8.60733,Entire home/apt,45,1,11,2024-11-07,0.6,334,248,97515/AL,,,,,,
7.98547925831308E+017,Porto Cedofeita Art & Design Loft,217922612,Geoatlântico,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1513095159268,-8.61749395599167,Entire home/apt,137,2,52,2024-09-01,2.36,21,58,133227/AL,,,,,,
8.12086866155094E+017,The Emma @ Cedofeita + Lift+ Fast Internet,2730238,Daniel Y Nuno,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15215,-8.61708,Entire home/apt,62,3,16,2024-09-13,0.81,16,320,90863/AL,,,,,,
7.75648258568011E+017,Alice Apartment in our Art Nouveau Townhouse,8529851,Jorge,PORTO,Bonfim,41.1449672,-8.5977198,Entire home/apt,152,3,81,2024-12-12,3.69,7,281,133399/AL,,,,,,
7.75858782696607E+017,OPO | A Studio With Garden Access,490303686,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16034,-8.62734,Entire home/apt,,2,8,2023-09-25,0.39,2,0,74558/AL,,,,,,
7.75874476660058E+017,Fantastic apt. overlooking the Douro River,97966252,City Hosts,GONDOMAR,"Gondomar (São Cosme), Valbom e Jovim",41.140749,-8.5724633,Entire home/apt,46,3,53,2024-11-28,2.23,3,75,134665/AL,,,,,,
7.75901320700915E+017,Riverside Cozy Studio by LovelyStay,490437560,Sébastien,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14232,-8.61375,Entire home/apt,32,2,109,2024-11-25,4.66,1,247,133374/AL,,,,,,
7.75914343331319E+017,D&s - Crocodile House Iii,71331536,Dssh,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14539,-8.6093,Entire home/apt,38,1,85,2024-12-02,3.57,3,290,133426/AL,,,,,,
7.76010994719017E+017,2 Bedroom Flat W/Terrace&Garden,490461394,Lindo,PORTO,Paranhos,41.16442,-8.60251,Entire home/apt,62,2,27,2024-05-11,1.28,1,317,134491/AL,,,,,,
7.76141556244287E+017,Santa Helena Duplex,296228525,May,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15761,-8.60776,Entire home/apt,75,13,45,2024-10-19,2.16,1,67,134019/AL,,,,,,
7.76728938536466E+017,Get bindings and books on duplex,25966212,Elsa Pereira,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14731,-8.6044,Entire home/apt,107,2,57,2024-11-19,2.77,8,354,132996/AL,,,,,,
7.77088585608858E+017,Balcony Studio in our Art Nouveau Townhouse,8529851,Jorge,PORTO,Bonfim,41.1449672,-8.5977198,Entire home/apt,126,3,73,2024-12-08,3.06,7,323,133399/AL,,,,,,
7.7751582937721E+017,Central 2bed apt in Matosinhos,5691663,Alexandra Pedro And Team,MATOSINHOS,Matosinhos e Leça da Palmeira,41.17945,-8.67554,Entire home/apt,42,2,40,2024-10-26,1.67,28,330,133128/AL,,,,,,
7.77720098857487E+017,Crystal Palace Garden Stylish Apartment,452918929,Vacationy,PORTO,Lordelo do Ouro e Massarelos,41.15018,-8.62952,Entire home/apt,48,1,51,2024-11-11,2.23,80,303,133349/AL,,,,,,
7.77976596528671E+017,GuestReady - Contemporary Studio in Porto,490791833,Nuno,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14514,-8.60491,Entire home/apt,69,1,58,2024-09-15,2.62,1,358,133317/AL,,,,,,
7.78046580003623E+017,Stylish loft with balcony and Douro River view,281649544,Qualquer Destino,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1419074,-8.6133318,Entire home/apt,71,1,205,2024-12-10,8.44,58,360,133285/AL,,,,,,
7.78180303549095E+017,Monsenhor 12,421901215,Magda,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.152297,-8.6747472,Private room,110,1,2,2023-06-28,0.09,9,344,128513/AL,,,,,,
7.78189600726424E+017,Monsenhor 11,421901215,Magda,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15306,-8.67377,Private room,150,1,0,,,9,362,128513,,,,,,
7.78191613397265E+017,Monsenhor 14,421901215,Magda,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15158,-8.67353,Private room,120,1,5,2023-11-22,0.27,9,361,128513,,,,,,
7.78192477398858E+017,suite master Monsenhor 21,421901215,Magda,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15258,-8.67486,Private room,150,1,0,,,9,364,128513,,,,,,
7.78217912849276E+017,Monsenhor 23,421901215,Magda,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15273,-8.6754,Private room,90,1,0,,,9,354,128513,,,,,,
7.78218166634803E+017,Suite  Monsenhor  24,421901215,Magda,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15314,-8.67407,Private room,130,1,6,2024-05-25,0.25,9,360,128513,,,,,,
7.78219631593527E+017,Monsenhor 22,421901215,Magda,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15128,-8.67553,Private room,70,1,7,2024-04-24,0.35,9,337,128513,,,,,,
7.78299468683191E+017,Dream house,144499252,Estevão,MAIA,Águas Santas,41.2038405,-8.5610942,Entire home/apt,,365,0,,,1,89,Exempt,,,,,,
7.78445092510936E+017,Apartamento no Porto (Campo Alegre),490868326,"Talento Inato, Lda.",PORTO,Lordelo do Ouro e Massarelos,41.154971,-8.647535,Entire home/apt,51,2,35,2024-11-27,1.66,1,250,135758/AL,,,,,,
7.7890816691672E+017,Quarto no centro da feira,490931814,Gabriela,SANTA MARIA DA FEIRA,"Santa Maria da Feira, Travanca, Sanfins e Espargo",40.9243,-8.55329,Private room,25,3,2,2023-07-28,0.11,1,349,Exempt,,,,,,
7.78932171414934E+017,Villa no Jardim dos Aromas,490936452,Raquel,SANTA MARIA DA FEIRA,"Lobão, Gião, Louredo e Guisande",41.0016959,-8.4695216,Entire home/apt,153,1,2,2023-09-13,0.1,1,364,Exempt,,,,,,
7.79071799161066E+017,The Sophia @ Lift • Fast Internet • AC,2730238,Daniel Y Nuno,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15299,-8.61107,Entire home/apt,84,2,60,2024-11-10,2.71,16,278,133428/AL,,,,,,
7.79702405812229E+017,Casa dos Olivais,491060843,Afonso,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.1492528727716,-8.66601477605744,Entire home/apt,271,2,60,2024-10-12,2.76,1,346,130629/AL,,,,,,
7.79712655687957E+017,Infante's Haven,409325747,Claudia & Mário,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1411187,-8.6141062,Entire home/apt,81,2,189,2024-12-13,7.8,6,335,41004/AL,,,,,,
7.80154813976595E+017,Modern studio near Metro Station with A/C&Heating,5691663,Alexandra Pedro And Team,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.18732,-8.66352,Entire home/apt,40,2,75,2024-12-08,3.15,28,340,133131/AL,,,,,,
7.80166305830821E+017,Host Wise - Elegant Lovely Flat w/ Balcony,12730028,Host Wise,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14951,-8.61515,Entire home/apt,57,2,26,2024-09-28,1.1,334,360,133567/AL,,,,,,
7.80171635812724E+017,GuestReady - Bright Studio with balcony,491134016,Luis,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.144,-8.63735,Entire home/apt,55,1,55,2024-11-01,2.31,1,18,55201/AL,,,,,,
7.80173362252101E+017,Cozy studio near centre,108532773,Beatriz,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.1920853,-8.6069416,Entire home/apt,39,5,7,2024-08-11,0.33,1,314,34625/AL,,,,,,
7.80945336311258E+017,Riverside Balcony IV _ 1824 Downtown/Ribeira,122071268,Rogério,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1421,-8.61607,Entire home/apt,74,2,42,2024-09-20,1.78,3,270,133931/AL,,,,,,
7.80988103696892E+017,Enjoy Bonfim Central 2BR Apartment by LovelyStay,491279499,Orit And Meni,PORTO,Bonfim,41.14624,-8.59898,Entire home/apt,35,2,77,2024-11-18,3.22,1,241,133369/AL,,,,,,
7.81024168185517E+017,Cozy flat with AC and Clerigos Tower as a neighbor,281649544,Qualquer Destino,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1454812,-8.6142563,Entire home/apt,33,1,110,2024-11-29,4.61,58,339,132099/AL,,,,,,
7.81034919814841E+017,1-bed apt w. balcony and AC facing Clerigos Tower,281649544,Qualquer Destino,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1454812,-8.6142563,Entire home/apt,56,1,150,2024-12-09,6.36,58,355,132099/AL,,,,,,
7.81043371329811E+017,N&N Home,483334937,Checkloc Homes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1566096410606,-8.60977622698363,Entire home/apt,53,2,2,2023-02-21,0.08,2,226,123713/AL,,,,,,
7.81047977592955E+017,Apt with balcony and AC in front of Clerigos Tower,281649544,Qualquer Destino,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1454812,-8.6142563,Entire home/apt,63,1,161,2024-12-13,6.74,58,355,132099/AL,,,,,,
7.81059188341192E+017,Great apt with balcony & AC next door to Clerigos,281649544,Qualquer Destino,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1454812,-8.6142563,Entire home/apt,65,1,145,2024-11-05,6.02,58,356,132099/AL,,,,,,
7.81063190695963E+017,Ribeira Charming Apartment III,35057317,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1424881,-8.6155615,Entire home/apt,73,2,73,2024-11-29,3.19,8,293,132893/AL,,,,,,
7.8107323427526E+017,BFlat Porto Townhouse,491296442,Ana Carolina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15959,-8.62613,Entire home/apt,43,1,19,2024-11-02,0.79,1,231,52165/AL,,,,,,
7.81113069493349E+017,Estúdio Vinho,481541368,Tulea,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14653,-8.60436,Private room,58,1,0,,,4,351,128055/AL,,,,,,
7.81113853789068E+017,Estúdio Tradição Familiar,481541368,Tulea,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14534,-8.6054,Private room,64,1,0,,,4,355,128055/AL,,,,,,
7.81127694851664E+017,Estúdio Cultura Familiar,481541368,Tulea,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14677,-8.60578,Private room,64,1,2,2024-11-16,0.52,4,352,128055/AL,,,,,,
7.813312251294E+017,City Center Premium Apartment,452918929,Vacationy,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15956,-8.60991,Entire home/apt,83,1,44,2024-11-03,1.86,80,358,131594/AL,,,,,,
7.81709209813631E+017,Maison214,155944785,Isabel,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12866,-8.60733,Entire home/apt,72,2,36,2024-10-31,1.5,2,255,134575/AL,,,,,,
7.82465773113626E+017,Hopstays - Gaia Cork House,3645801,Henrique,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12495,-8.60495,Entire home/apt,42,1,15,2024-08-27,0.64,4,275,127697/AL,,,,,,
7.82502926008135E+017,Sunset Apartment Vila Nova de Gaia,491538502,Luís Gabriel,VILA NOVA DE GAIA,Canidelo,41.1207785,-8.6365562,Entire home/apt,52,2,29,2024-11-03,1.25,12,360,100686/AL,,,,,,
9.61379978891971E+017,Cama em Dormitório de 8 pessoas,532229095,Porto Hostel,PORTO,Bonfim,41.1465568,-8.5951409,Shared room,16,1,0,,,21,362,147982/AL,,,,,,
